7162751,"ID17690","Schlosser","Erika"," ",,"715-448-2911",2006,"C","F",1988-04-13-00.00.00," "," "," ","EN","1777 Main St",,"Plover","WI","54481    ",
7163496,"ID19079","Schwarz","Cody","M",,"715-445-4142",2006,"C","M",1988-02-06-00.00.00," "," "," ","EN","1916 1st St",,"Nekoosa","WI","54457    ",
7163869,"ID19774","Sego","Jamie","K",,"715-445-5385",2006,"C","F",1987-11-11-00.00.00," "," "," ","EN","1985 Main St","PO Box 197","Junction City","WI","54459    ",
7164055,"ID20120","Czudak","Catherine","R",,"715-445-4142",2005,"C","F",1986-11-18-00.00.00," "," "," ","EN","2020 Farmers Drive",,"Nekoosa","WI","54457    ",
7164242,"ID20469","Spier","Hannah"," ",,"715-448-8586",2005,"C","F",1986-07-01-00.00.00," "," "," ","EN","2055 Apple St",,"Plover","WI","54481    ",
7164801,"ID21510","Steenport","Wendy","F",,"715-445-5815",2006,"C","F",1987-09-04-00.00.00," "," "," ","EN","2159 1st St",,"Junction City","WI","54459    ",
7165546,"ID22898","Stockham","Chanelle","A",,"715-445-4548",2006,"C","F",1987-09-11-00.00.00," "," "," ","EN","2298 Blueberry Lane","PO Box 229","Nekoosa","WI","54457    ",
7165732,"ID23245","Tinsley","Jillian"," ",,"715-448-8800",2006,"C","F",1988-07-20-00.00.00," "," "," ","EN","2332 Main St","PO Box 232","Plover","WI","54481    ",
7166105,"ID23940","Tobin","Nicholas","W",,"715-445-3144",2005,"C","M",1986-10-25-00.00.00," "," "," ","EN","2402 Apple St",,"Junction City","WI","54459    ",
7166664,"ID24981","Boughton","Ellee"," ",,"715-445-5445",2006,"C","F",1987-12-13-00.00.00," "," "," ","EN","2506 1st St",,"Junction City","WI","54459    ",
7167036,"ID25675","Turner","Tyrell","H",,"715-445-5955",2006,"C","M",1988-07-31-00.00.00," "," "," ","EN","2575 1st St","PO Box 256","Junction City","WI","54459    ",
7167409,"ID26370","Bozek","Joshua","H",,"715-445-5635",2005,"C","M",1986-10-26-00.00.00," "," "," ","EN","2645 1st St",,"Junction City","WI","54459    ",
7167782,"ID27065","Deets","Derrik","C               ",,"715-445-7225",2005,"C","M",1987-03-18-00.00.00," "," "," ","EN","2714 Lincoln St",,"Junction City","WI","54459    ",
7167968,"ID27411","Vold","Jillian"," ",,"715-449-8646",2005,"C","F",1986-09-09-00.00.00," "," "," ","EN","2749 8th St",,"Stevens Point","WI","54495    ",
7168154,"ID27758","Walker","Tara"," ",,"715-445-2075",2006,"C","F",1987-12-27-00.00.00," "," "," ","EN","2784 8th St",,"Junction City","WI","54459    ",
7168527,"ID28453","Deets","Christina"," ",,"715-449-3406",2005,"C","F",1986-09-03-00.00.00," "," "," ","EN","2853 Lincoln St","PO Box 284","Stevens Point","WI","54495    ",
7168713,"ID28799","Watton","Fausto"," ",,"715-449-8587",2005,"C","M",1986-12-03-00.00.00," "," "," ","EN","2888 Main St",,"Stevens Point","WI","54495    ",
7168900,"ID29148","Weikel","Brandon","P",,"715-445-5955",2005,"C","M",1986-09-26-00.00.00," "," "," ","EN","2923 1st St",,"Junction City","WI","54459    ",
7169272,"ID29841","Wesley","Amy"," ",,"715-445-3855",2006,"C","F",1987-10-17-00.00.00," "," "," ","EN","2992 Farmers Drive","PO Box 298","Junction City","WI","54459    ",
7169459,"ID30189","West","Johnny","C",,"715-445-3025",2005,"C","M",1986-10-30-00.00.00," "," "," ","EN","3027 Blueberry Lane",,"Junction City","WI","54459    ",
7170018,"ID31231","Bridgman","Matthew"," ",,"715-445-4174",2009,"C","M",1991-04-28-00.00.00," "," "," ","EN","3131 1st St","Route                           ","Nekoosa","WI","54457    ",
7170204,"ID31578","West","Katrina"," ",,"715-445-4174",2008,"C","F",1989-02-24-00.00.00," "," "," ","EN","3165 1st St","Route                           ","Nekoosa","WI","54457    ",
7170390,"ID31924","White","Jessica","K",,"715-445-6515",2007,"C","F",1988-09-19-00.00.00," "," "," ","EN","3200 3rd St",,"Junction City","WI","54459    ",
7170577,"ID32273","Derby","Jennifer","J",,"715-445-3182",2009,"C","F",1991-07-11-00.00.00," "," "," ","EN","3235 Lincoln St","PO Box 322","Junction City","WI","54459    ",
7170763,"ID32619","Wilkinson","Anthony"," ",,"715-445-3055",2007,"C","M",1989-04-18-00.00.00," "," "," ","EN","3270 Apple St",,"Junction City","WI","54459    ",
7170949,"ID32966","Williams","Richard","J",,"715-445-2035",2007,"C","M",1988-11-25-00.00.00," "," "," ","EN","3304 Peach St","PO Box 329","Junction City","WI","54459    ",
7171136,"ID33314","Williams","Jason","P",,"715-445-6505",2009,"C","M",1991-04-03-00.00.00," "," "," ","EN","3339 1st St","PO Box 333","Junction City","WI","54459    ",
7171322,"ID33661","Devaney","Brittanny"," ",,"715-445-3815",2009,"C","F",1991-08-18-00.00.00," "," "," ","EN","3374 3rd St","PO Box 336","Junction City","WI","54459    ",
7171508,"ID34007","Winn","Clinton"," ",,"715-448-8736",2009,"C","M",1990-09-19-00.00.00," "," "," ","EN","3408 Blueberry Lane","PO Box 340","Plover","WI","54481    ",
7171695,"ID34356","Wozniak","Ryan","D               ",,"715-445-4153",2007,"C","M",1989-08-16-00.00.00," "," "," ","EN","3443 1st St",,"Nekoosa","WI","54457    ",
7171881,"ID34702","Dibona","Mary"," ",,"715-448-8769",2008,"C","F",1990-08-06-00.00.00," "," "," ","EN","3478 Washington Ave","PO Box 347","Plover","WI","54481    ",
7172067,"ID35049","Brooks","Sondra"," ",,"715-445-4101",2009,"C","F",1990-12-10-00.00.00," "," "," ","EN","3513 Peach St","PO Box 350","Nekoosa","WI","54457    ",
7172254,"ID35397","Erickson","Ashley","A",,"715-445-3164",2009,"C","F",1991-09-02-00.00.00," "," "," ","EN","3547 Main St",,"Junction City","WI","54459    ",
7172440,"ID35744","Eskew","Brandon","L",,"715-445-4588",2007,"C","M",1989-06-27-00.00.00," "," "," ","EN","3582 Blueberry Lane",,"Junction City","WI","54459    ",
7172626,"ID36090","Farr","Lisa","M",,"715-445-3235",2008,"C","F",1989-09-02-00.00.00," "," "," ","EN","3617 Apple St","PO Box 360","Junction City","WI","54459    ",
7172813,"ID36439","Armstrong","Tera","L",,"715-445-4588",2009,"C","F",1991-07-05-00.00.00," "," "," ","EN","3652 1st St","PO Box 364","Junction City","WI","54459    ",
7172999,"ID36785","Fish","Cynthia","J",,"715-445-4263",2008,"C","F",1989-09-03-00.00.00," "," "," ","EN","3686 Peach St","PO Box 367","Nekoosa","WI","54457    ",
7173185,"ID37132","Fitzpatrick","Rasputin","K",,"715-445-6785",2007,"C","M",1988-07-11-00.00.00," "," "," ","EN","3721 8th St",,"Junction City","WI","54459    ",
7173372,"ID37480","Baldwin","Ginger","A",,"715-445-4117",2008,"C","F",1989-12-28-00.00.00," "," "," ","EN","3756 Main St","PO Box 374","Nekoosa","WI","54457    ",
7173558,"ID37827","Frazer","Joseph","D",,"715-445-7165",2009,"C","M",1990-10-07-00.00.00," "," "," ","EN","3790 1st St","PO Box 378","Junction City","WI","54459    ",
7173744,"ID38174","Carlson","Celeste","                ",,"715-445-2040",2009,"C","F",1991-03-15-00.00.00," "," "," ","EN","3825 1st St","PO Box 381","Junction City","WI","54459    ",
7173931,"ID38522","Frost","Tonya","                ",,"715-445-2040",2007,"C","F",1989-05-17-00.00.00," "," "," ","EN","3860 Apple St",,"Junction City","WI","54459    ",
7174117,"ID38869","Barr","Robert"," ",,"715-445-4199",2007,"C","M",1988-09-26-00.00.00," "," "," ","EN","3895 Peach St",,"Nekoosa","WI","54457    ",
7174303,"ID39215","Gooder","Alexandro","Z",,"715-445-2206",2007,"C","M",1989-02-22-00.00.00," "," "," ","EN","3929 1st St",,"Junction City","WI","54459    ",
7174490,"ID39564","Gullikson","John"," ",,"715-449-8654",2007,"C","M",1989-05-13-00.00.00," "," "," ","EN","3964 1st St",,"Stevens Point","WI","54495    ",
7174676,"ID39910","Barrios","Brandon"," ",,"715-445-6945",2008,"C","M",1989-09-13-00.00.00," "," "," ","EN","3999 1st St","PO Box 399","Junction City","WI","54459    ",
7174862,"ID40257","Chamberlain","Thomas"," ",,"715-449-3453",2009,"C","M",1990-05-05-00.00.00," "," "," ","EN","4033 1st St","PO Box 402","Stevens Point","WI","54495    ",
7175049,"ID40605","Hanson","Joy"," ",,"715-448-2916",2007,"C","F",1989-04-20-00.00.00," "," "," ","EN","4068 6th St",,"Plover","WI","54481    ",
7175235,"ID40952","Baumann","Derek"," ",,"715-449-2978",2007,"C","M",1989-02-20-00.00.00," "," "," ","EN","4103 Main St",,"Stevens Point","WI","54495    ",
7175421,"ID41298","Harral","Kelly"," ",,"715-449-8638",2009,"C","F",1991-01-27-00.00.00," "," "," ","EN","4138 3rd St","PO Box 413","Stevens Point","WI","54495    ",
7175608,"ID41647","Hedgpeth","Joshua","M",,"715-445-3188",2008,"C","M",1990-03-11-00.00.00," "," "," ","EN","4172 1st St","PO Box 416","Junction City","WI","54459    ",
7175794,"ID41993","Heinking","Melissa"," ",,"715-448-8713",2009,"C","F",1991-07-19-00.00.00," "," "," ","EN","4207 Apple St","PO Box 419","Plover","WI","54481    ",
7175980,"ID42340","Henne","Toby","W",,"715-445-2245",2009,"C","M",1991-06-29-00.00.00," "," "," ","EN","4242 Washington Ave","PO Box 423","Junction City","WI","54459    ",
7176167,"ID42688","Hicks","Alaina"," ",,"715-448-8564",2009,"C","F",1991-01-11-00.00.00," "," "," ","EN","4277 1st St","PO Box 426","Plover","WI","54481    ",
7176353,"ID43035","Hill","Angel"," ",,"715-448-2913",2009,"C","M",1990-09-08-00.00.00," "," "," ","EN","4311 Peach St","Route                           ","Plover","WI","54481    ",
7176539,"ID43381","Hughes","Christopher","J",,"715-445-6545",2007,"C","M",1988-10-20-00.00.00," "," "," ","EN","4346 Lincoln St",,"Junction City","WI","54459    ",
7176726,"ID43730","Johnson","Faun","L",,"715-445-6545",2009,"C","F",1991-07-17-00.00.00," "," "," ","EN","4381 1st St","PO Box 437","Junction City","WI","54459    ",
7176912,"ID44077","Kaiser","Jaimie","A",,"715-445-6075",2007,"C","F",1989-05-02-00.00.00," "," "," ","EN","4415 1st St","PO Box 440","Junction City","WI","54459    ",
7177098,"ID44423","Keeme","Graham"," ",,"715-445-3216",2007,"H","M",1988-11-19-00.00.00," "," "," ","EN","4450 Main St",,"Junction City","WI","54459    ",
7177285,"ID44772","Kellogg","Charles","R",,"715-445-3216",2009,"H","M",1991-08-29-00.00.00," "," "," ","EN","4485 3rd St","PO Box 447","Junction City","WI","54459    ",
7177471,"ID45118","Kinchen","John","M",,"715-448-2880",2009,"C","M",1990-11-18-00.00.00," "," "," ","EN","4520 Peach St","PO Box 451","Plover","WI","54481    ",
7177657,"ID45465","Kinnick","Roschella"," ",,"715-449-8536",2008,"C","F",1989-12-24-00.00.00," "," "," ","EN","4554 Apple St","PO Box 454","Stevens Point","WI","54495    ",
7177844,"ID45813","Lagasca","Brian","W",,"715-445-5325",2009,"C","M",1991-01-25-00.00.00," "," "," ","EN","4589 Lincoln St","PO Box 458","Junction City","WI","54459    ",
7178030,"ID46160","Lagasca","Subrina","L",,"715-445-7505",2009,"C","F",1991-04-21-00.00.00," "," "," ","EN","4624 Washington Ave",,"Junction City","WI","54459    ",
7178216,"ID46506","Byers","Robert","D",,"715-445-7575",2008,"C","M",1990-03-01-00.00.00," "," "," ","EN","4658 Main St","PO Box 465","Junction City","WI","54459    ",
7178403,"ID46855","Lauritsen","Camron"," ",,"715-445-2223",2008,"C","M",1990-04-25-00.00.00," "," "," ","EN","4693 8th St",,"Nekoosa","WI","54457    ",
7178589,"ID47201","Littleman","Amy"," ",,"715-445-4567",2008,"C","F",1989-12-21-00.00.00," "," "," ","EN","4728 Peach St",,"Nekoosa","WI","54457    ",
7178775,"ID47548","Lowenberg","Jennifer","M",,"715-445-4120",2009,"C","F",1990-09-08-00.00.00," "," "," ","EN","4763 8th St",,"Nekoosa","WI","54457    ",
7178962,"ID47896","Martinez","Paul","C",,"715-445-4120",2007,"C","M",1988-11-12-00.00.00," "," "," ","EN","4797 Apple St",,"Nekoosa","WI","54457    ",
7179148,"ID48243","Cordeiro","Christina"," ",,"715-445-4278",2008,"C","F",1989-11-28-00.00.00," "," "," ","EN","4832 1st St","PO Box 482","Nekoosa","WI","54457    ",
7179334,"ID48589","McGlumphy","Jonathan","A",,"715-445-4134",2009,"C","M",1991-06-17-00.00.00," "," "," ","EN","4867 Lincoln St","PO Box 485","Nekoosa","WI","54457    ",
7179521,"ID48938","McKown","Kelly","M",,"715-445-4310",2008,"C","F",1989-12-04-00.00.00," "," "," ","EN","4902 1st St","PO Box 489","Nekoosa","WI","54457    ",
7179707,"ID49284","Coronado","Javier","M",,"715-445-4216",2007,"C","M",1989-08-26-00.00.00," "," "," ","EN","4936 Peach St","PO Box 492","Nekoosa","WI","54457    ",
7179893,"ID49631","McLean","Veronica","M",,"715-445-3795",2008,"C","F",1989-12-13-00.00.00," "," "," ","EN","4971 1st St","PO Box 496","Junction City","WI","54459    ",
7180080,"ID49979","Merrill","Chassel","E",,"715-445-5665",2009,"C","F",1991-03-15-00.00.00," "," "," ","EN","5006 Washington Ave","PO Box 499","Junction City","WI","54459    ",
7180266,"ID50326","Benware","Katie"," ",,"715-449-3337",2009,"C","F",1991-01-23-00.00.00," "," "," ","EN","5040 1st St","PO Box 503","Stevens Point","WI","54495    ",
7180452,"ID50673","Mleynek","Michael"," ",,"715-445-4343",2007,"C","M",1988-09-28-00.00.00," "," "," ","EN","5075 3rd St",,"Nekoosa","WI","54457    ",
7180639,"ID51021","Mondlak","Robert","B",,"715-445-4343",2009,"C","M",1990-09-29-00.00.00," "," "," ","EN","5110 Lincoln St","PO Box 510","Nekoosa","WI","54457    ",
7180825,"ID51368","Moreno","Amy","M",,"715-445-5225",2009,"C","F",1990-09-06-00.00.00," "," "," ","EN","5145 Apple St","PO Box 513","Junction City","WI","54459    ",
7181011,"ID51714","Moyers","Tracy"," ",,"715-448-2961",2008,"C","F",1990-04-09-00.00.00," "," "," ","EN","5179 1st St",,"Plover","WI","54481    ",
7181198,"ID52063","Murphey","Stephen"," ",,"715-445-4564",2009,"C","M",1990-11-04-00.00.00," "," "," ","EN","5214 Farmers Drive","PO Box 520","Nekoosa","WI","54457    ",
7181384,"ID52409","Byers","Nathaniel"," ",,"715-449-3619",2007,"C","M",1988-07-31-00.00.00," "," "," ","EN","5249 Lincoln St",,"Stevens Point","WI","54495    ",
7181570,"ID52756","Nash","Wyatt"," ",,"715-449-3619",2008,"C","M",1989-12-21-00.00.00," "," "," ","EN","5283 1st St","PO Box 527","Stevens Point","WI","54495    ",
7181757,"ID53104","Crary","Bernice","J",,"715-449-3030",2008,"C","F",1989-10-05-00.00.00," "," "," ","EN","5318 Main St","PO Box 531","Wisconsin Rapids","WI","54494    ",
7181943,"ID53451","Olson","Darah"," ",,"715-449-3250",2008,"C","F",1990-04-14-00.00.00," "," "," ","EN","5353 Peach St","PO Box 534","Stevens Point","WI","54495    ",
7182129,"ID53797","Oran","Christopher","W",,"715-445-5104",2009,"C","M",1990-05-06-00.00.00," "," "," ","EN","5387 Washington Ave","PO Box 537","Junction City","WI","54459    ",
7182316,"ID54146","Paquette","Caressa"," ",,"715-445-5104",2007,"C","F",1989-05-19-00.00.00," "," "," ","EN","5422 1st St",,"Junction City","WI","54459    ",
7182502,"ID54492","Parker","Cresta","M",,"715-445-6285",2009,"C","F",1991-05-18-00.00.00," "," "," ","EN","5457 Farmers Drive","PO Box 544","Junction City","WI","54459    ",
